iter	RMSE
154	0.1893186801
155	0.1892933164
156	0.1892308947
157	0.1891992105
158	0.1891556865
159	0.1891263243
160	0.1890805692
161	0.1890507449
162	0.1890100652
163	0.1889703191
164	0.188922026
165	0.1888907736
166	0.1888532908
167	0.1888049176
168	0.1887478663
169	0.1887159172
170	0.1886430199
171	0.1886183825
172	0.1885697849
173	0.1885299562
174	0.1884535715
175	0.1884241413
176	0.188361841
177	0.1883087618
178	0.1882745234
179	0.188239336
180	0.188206597
181	0.188174928
182	0.1881373915
183	0.1881087485
184	0.1880331459
185	0.1879959385
186	0.1879714137
187	0.1879361596
188	0.1879065429
189	0.1878720141
190	0.1878433007
191	0.187801821
192	0.1877752885
193	0.1877481047
194	0.1876772451
195	0.1876491843
196	0.1876246931
197	0.1875795934
198	0.1875588519
199	0.187524409
200	0.1874935682
201	0.1874670085
202	0.1874292031
203	0.1874036435
204	0.1873675268
205	0.1873068782
206	0.1872728436
207	0.1872450016
208	0.1872168727
209	0.1871926269
210	0.1871605749
211	0.1870978944
212	0.1870298351
213	0.1869860276
214	0.186957101
215	0.1869227675
216	0.1868973457
217	0.1868544099
218	0.186827702
219	0.1867999128
220	0.1867558599
221	0.1867086035
222	0.1866758808
223	0.1866381289
224	0.1865991115
225	0.1865712982
226	0.1865463598
227	0.1865098539
228	0.1864894722
229	0.1864502015
230	0.1863868608
231	0.186358228
232	0.186332894
233	0.186297237
234	0.1862444962
235	0.1862191301
236	0.1861980586
237	0.1861631125
238	0.1861248652
239	0.1860871349
240	0.1860528758
241	0.1860270343
242	0.186003302
243	0.1859685336
244	0.1859382481
245	0.1858999741
246	0.1858718817
247	0.1858437714
248	0.1858213117
249	0.1858043431
250	0.1857822811
251	0.1857494844
252	0.1857318133
253	0.1857081206
254	0.1856704241
255	0.1856507923
256	0.1856211236
257	0.185590339
258	0.1855504697
259	0.1854959414
260	0.1854745976
261	0.1854460248
262	0.1854211781
263	0.1853880092
264	0.1853680034
265	0.185338828
266	0.185309916
267	0.1852643236
268	0.1852264223
269	0.1851927905
270	0.1851732887
271	0.1851534432
272	0.1851108723
273	0.18509631
274	0.1850573393
275	0.1850303533
276	0.1849962866
277	0.1849735668
278	0.1849372763
279	0.1849064106
280	0.1848918716
281	0.1848711958
282	0.1848405156
283	0.1848265516
284	0.1848089452
285	0.1847663624
286	0.1847366593
287	0.1847040205
288	0.1846667994
289	0.1846359836
290	0.1846099054
291	0.1845857168
292	0.1845605691
293	0.1845386645
294	0.1845075779
295	0.1844747431
296	0.1844553906
297	0.1844240099
298	0.1843869818
299	0.1843097098
300	0.1842729472
301	0.1842425867
302	0.1842215112
303	0.1841894871
304	0.1841701051
305	0.184144532
306	0.1841213309
307	0.184091545
308	0.1840518277
309	0.1840202185
310	0.1839730182
311	0.183941692
312	0.1839144714
313	0.1838826368
314	0.1838674153
315	0.183845176
316	0.1838147293
317	0.1837931776
318	0.1837614614
319	0.1837457255
320	0.1837086699
321	0.1836804259
322	0.1836517966
323	0.1836363991
324	0.1836083608
325	0.183537697
326	0.1835123925
327	0.1834851891
328	0.183460955
329	0.1834360074
330	0.1834097097
331	0.1833873694
332	0.1833685823
333	0.1833522164
334	0.1833294779
335	0.1833154448
336	0.1832845345
337	0.1832533537
338	0.1832202922
339	0.1831925421
340	0.1831719113
341	0.1831506283
342	0.1831266137
343	0.18307684
344	0.1830531342
345	0.1830257969
346	0.1830057562
347	0.1829836108
348	0.1829651238
349	0.1829009756
350	0.1828828532
351	0.1828689971
352	0.1828467356
353	0.18281384
354	0.1827669755
355	0.1827488794
356	0.1827183079
357	0.182696713
358	0.1826712333
359	0.1826456248
360	0.1826177215
361	0.1825936489
362	0.1825594793
363	0.1825188618
364	0.182490191
365	0.1824683768
366	0.1824475858
367	0.1824289166
368	0.1824177583
369	0.1823788452
370	0.1823612767
371	0.1823477965
372	0.1822863586
373	0.1822567683
374	0.182226314
375	0.1822081909
376	0.1821957137
377	0.1821823982
378	0.182167632
379	0.1821413454
380	0.1820973267
381	0.1820737101
382	0.1820314534
383	0.1820029983
384	0.18199035
385	0.1819632142
386	0.181948209
387	0.1819204366
388	0.1818951213
389	0.1818763074
390	0.1818608231
391	0.181833089
392	0.1818000009
393	0.1817809716
394	0.1817577681
395	0.1817307418
396	0.1817078292
397	0.181665609
398	0.1816109753
399	0.1815900393
400	0.1815748174
401	0.1815549545
402	0.181529394
403	0.1815122524
404	0.181481463
405	0.1814607542
406	0.1814388975
407	0.1814193909
408	0.1813760573
409	0.1813570237
410	0.1813279102
411	0.1813069889
412	0.18126153
413	0.1812319324
414	0.1811979607
415	0.1811677261
416	0.1811564946
417	0.1811405376
418	0.1811163605
419	0.181102761
420	0.1810823281
421	0.1810592144
422	0.1810415896
423	0.1810235396
424	0.1809891274
425	0.1809703591
426	0.1809446322
427	0.1809280458
428	0.180906361
429	0.1808918278
430	0.1808595478
431	0.1808428921
432	0.1808140503
433	0.1808007834
434	0.1807583263
435	0.180735368
436	0.1807070611
437	0.1806777486
438	0.1806552467
439	0.18062665
440	0.1806114629
441	0.1805985428
442	0.1805864029
443	0.1805748974
444	0.1805560913
445	0.1805187136
446	0.1804828838
447	0.1804667573
448	0.1804481224
449	0.1804320103
450	0.1804120185
451	0.1803789878
452	0.1803420365
453	0.1803238076
454	0.1803078002
455	0.1802832319
456	0.1802701577
457	0.1802414206
458	0.1802114829
459	0.1801844964
460	0.1801504483
461	0.1801377957
462	0.1801075519
463	0.1800796053
464	0.1800648377
465	0.1800521879
466	0.1800391792
467	0.1800143064
468	0.17999346
469	0.1799735786
470	0.1799437847
471	0.1799191579
472	0.1798830552
473	0.1798484956
474	0.1798134494
475	0.1797871016
476	0.1797552708
477	0.1797372541
478	0.1797180646
479	0.179704222
480	0.1796917075
481	0.1796765568
482	0.1796623996
483	0.1796503898
484	0.1796338009
485	0.1796025103
486	0.1795848586
487	0.1795730702
488	0.1795440203
489	0.1795267497
490	0.1795105572
491	0.1794990578
492	0.1794816065
493	0.1794573221
494	0.1794293024
495	0.1794037028
496	0.1793802621
497	0.1793590844
498	0.1793332438
499	0.1793044006
500	0.1792748271
501	0.1792498354
502	0.179238605
503	0.1791926112
504	0.1791844735
505	0.1791650361
506	0.1791413747
507	0.1791089689
508	0.1790779083
509	0.17905202
510	0.1790262085
511	0.1789786117
512	0.1789659431
513	0.1789379716
514	0.1789204773
515	0.1789072504
516	0.1788691882
517	0.1788405673
518	0.1788294942
519	0.1788012075
520	0.1787754933
521	0.178751237
522	0.1787158529
523	0.1786974383
524	0.1786856724
525	0.178668226
526	0.178653093
527	0.1786423603
528	0.1786255153
529	0.1786093202
530	0.1785769143
531	0.1785579789
532	0.1785339545
533	0.1785202554
534	0.1785069146
535	0.1784948788
536	0.1784761061
537	0.178457251
538	0.178430393
539	0.1784195456
540	0.1783774592
541	0.1783485657
542	0.1783242888
543	0.1782964574
544	0.1782786582
545	0.1782538852
546	0.1782396646
547	0.1782147576
548	0.1782050412
549	0.1781897047
550	0.1781721043
551	0.1781450996
552	0.1781094043
553	0.1780849297
554	0.1780474073
555	0.1780281784
556	0.1780095367
557	0.1779893154
558	0.1779573674
559	0.1779412288
560	0.1779238369
561	0.1779108893
562	0.1778998586
563	0.1778757616
564	0.1778658136
565	0.1778537205
566	0.1778404471
567	0.1778121583
568	0.1777868309
569	0.1777628358
570	0.1777311509
571	0.1777204345
572	0.17771323
573	0.1776932618
574	0.1776772865
575	0.1776668384
576	0.1776502937
577	0.1776279787
578	0.177606835
579	0.1775924392
580	0.1775825666
581	0.1775529768
582	0.1775389667
583	0.177518951
584	0.1775003426
585	0.1774820141
586	0.1774631178
587	0.1774492385
588	0.1774355618
589	0.1774089916
590	0.1773982326
591	0.1773727085
592	0.1773560968
593	0.17733507
594	0.1773183215
595	0.177296459
596	0.1772725208
597	0.1772483019
598	0.1772293175
599	0.177219967
600	0.1771850771
601	0.1771594179
602	0.1771372519
603	0.1771074542
604	0.1770909248
605	0.1770762234
606	0.1770597552
607	0.1770376404
608	0.1770154599
609	0.1769905103
610	0.1769740302
611	0.1769528879
612	0.1769358809
613	0.1769144198
614	0.1769014213
615	0.1768911976
616	0.1768542701
617	0.1768271865
618	0.1768146102
619	0.1767985293
620	0.1767797569
621	0.1767664689
622	0.1767446403
623	0.1767217364
624	0.1767118444
625	0.1766975875
626	0.1766859752
627	0.1766590577
628	0.1766376662
629	0.176621952
630	0.1766101309
631	0.1765989853
632	0.1765856166
633	0.1765705498
634	0.1765525151
635	0.1765411275
636	0.1765209906
637	0.1765030654
638	0.1764918266
639	0.1764812987
640	0.1764512214
641	0.1764374839
642	0.1764176211
643	0.1763861503
644	0.1763764226
645	0.1763498645
646	0.1763393669
647	0.1763304241
648	0.1763166099
649	0.176291559
650	0.1762564504
651	0.176244968
652	0.1762261642
653	0.1762065878
654	0.1761893989
655	0.1761724241
656	0.1761575729
657	0.176139911
658	0.1761167294
659	0.1761035272
660	0.1760903927
661	0.1760763422
662	0.1760477424
663	0.176020889
664	0.1760099186
665	0.1759969601
666	0.1759684988
667	0.175954248
668	0.1759417853
669	0.1759141338
670	0.1758966268
671	0.1758813419
672	0.1758669237
673	0.1758446423
674	0.1758291458
675	0.1758110531
676	0.175785052
677	0.1757524565
678	0.1757356711
679	0.1757204925
680	0.1757080193
681	0.1756864295
682	0.1756634455
683	0.1756502423
684	0.1756403635
685	0.1756237309
686	0.1756068706
687	0.1755882008
688	0.1755740575
689	0.1755638246
690	0.1755438736
691	0.1755142794
692	0.1754925269
693	0.1754715922
694	0.175450568
695	0.1754348417
696	0.1754268175
697	0.1754037636
698	0.1753713488
699	0.1753503794
700	0.1753341
701	0.1753115134
702	0.1753040475
703	0.1752879248
704	0.1752541467
705	0.1752321483
706	0.1752152838
707	0.1752002492
708	0.175179752
709	0.1751652504
710	0.1751474038
711	0.1751257748
712	0.1751001145
713	0.1750853478
714	0.1750678315
715	0.1750446393
716	0.1750120135
717	0.1749892143
718	0.1749673678
719	0.1749457944
720	0.174926393
721	0.1749034829
722	0.1748908667
723	0.1748837296
724	0.1748745704
725	0.1748660024
726	0.1748417274
727	0.1748275352
728	0.1748039094
729	0.1747791643
730	0.1747624902
731	0.1747495726
732	0.1747294704
733	0.1747147168
734	0.1747009053
735	0.1746788181
736	0.1746614244
737	0.1746514107
738	0.174638507
739	0.1746222325
740	0.1746096084
741	0.1745894715
742	0.1745784211
743	0.1745610245
744	0.1745494321
745	0.1745290342
746	0.1745096036
747	0.1744950544
748	0.1744754572
749	0.1744599258
750	0.1744386826
751	0.1744168332
752	0.1743950668
753	0.1743551197
754	0.1743488274
755	0.1743198586
756	0.1743033646
757	0.1742893798
758	0.1742792271
759	0.1742608989
760	0.1742519216
761	0.17424122
762	0.1742244765
763	0.1742081556
764	0.1741865875
765	0.1741798812
766	0.1741685986
767	0.1741565128
768	0.1741436074
769	0.1741245504
770	0.1741112248
771	0.1740997322
772	0.174084657
773	0.1740668194
774	0.1740469961
775	0.1740389112
776	0.1740312716
777	0.1740157516
778	0.1739956246
779	0.1739783116
780	0.1739575906
781	0.1739403414
782	0.1739227875
783	0.1739067664
784	0.1738920957
785	0.1738713275
786	0.1738590275
787	0.1738459524
788	0.1738328035
789	0.1738136538
790	0.1737905995
791	0.1737805194
792	0.1737624432
793	0.1737410209
794	0.1737167125
795	0.1737026619
796	0.1736839623
797	0.1736630289
798	0.1736566701
799	0.1736427022
800	0.1736338011
801	0.1736236935
802	0.1736043068
803	0.1735844193
804	0.1735543402
805	0.173529497
806	0.1735085419
807	0.1734922138
808	0.173474995
809	0.1734633752
810	0.1734433127
811	0.1734363012
812	0.1734305526
813	0.1734208694
814	0.1734049337
815	0.1733952743
816	0.1733776623
817	0.1733563053
818	0.1733352252
819	0.1733251511
820	0.173310774
821	0.173298126
822	0.173283856
823	0.173269115
824	0.1732567951
825	0.1732487976
826	0.17322742
827	0.1732151957
828	0.1732059479
829	0.1731940389
830	0.1731732248
831	0.1731429134
832	0.1731270022
833	0.1731147132
834	0.1731001576
835	0.1730859531
836	0.1730706792
837	0.1730632608
838	0.1730478878
839	0.1730336214
840	0.1730160292
841	0.1729962332
842	0.1729848356
843	0.1729749208
844	0.1729560278
845	0.1729404218
846	0.1729286421
847	0.1729171986
848	0.1729016556
849	0.1728935125
850	0.1728871751
851	0.1728744307
852	0.1728612841
853	0.1728424242
854	0.1728263061
855	0.1728155465
856	0.1728023534
857	0.1727848928
858	0.1727737648
859	0.172756849
860	0.1727405852
861	0.1727276424
862	0.172717526
863	0.172704992
864	0.1726895441
865	0.1726771745
866	0.1726643625
867	0.172649039
868	0.1726355298
869	0.1726184565
870	0.172610552
871	0.1725940369
872	0.1725815997
873	0.1725658253
874	0.1725553412
875	0.1725352854
876	0.1725249224
877	0.1725158212
878	0.1725016942
879	0.1724856237
880	0.1724689369
881	0.1724464518
882	0.1724152198
883	0.1724058239
884	0.1723920475
885	0.1723769208
886	0.1723644107
887	0.1723522653
888	0.172325699
889	0.1723188147
890	0.1722992453
891	0.1722887073
892	0.1722796401
893	0.1722617145
894	0.1722547394
895	0.1722455416
896	0.1722289849
897	0.1722171521
898	0.1721992539
899	0.1721844774
900	0.1721686318
901	0.172159158
902	0.1721443988
903	0.1721356827
904	0.1721114729
905	0.1720968032
906	0.1720812717
907	0.1720704078
908	0.1720596956
909	0.1720479873
910	0.172034916
911	0.1720171345
912	0.1719994093
913	0.1719911578
914	0.1719810412
915	0.1719691618
916	0.1719546373
917	0.1719434897
918	0.1719267284
919	0.1719106998
920	0.1718958614
921	0.1718787482
922	0.1718627507
923	0.1718558827
924	0.1718445115
925	0.1718287508
926	0.1718130365
927	0.1717999533
928	0.171784944
929	0.1717717626
930	0.1717629255
931	0.1717470645
932	0.1717317191
933	0.1717167916
934	0.1717096895
935	0.1716933664
936	0.1716830758
937	0.1716714363
938	0.1716583192
939	0.1716519831
940	0.1716411419
941	0.1716290403
942	0.1716120058
943	0.1715973465
944	0.1715887856
945	0.1715703881
946	0.1715584095
947	0.1715482075
948	0.1715360475
949	0.171526919
950	0.1715160738
951	0.171497284
952	0.1714924642
953	0.171484886
954	0.1714676583
955	0.171460285
956	0.1714514175
957	0.1714413536
958	0.1714288873
959	0.1714201574
960	0.1714061105
961	0.1713871001
962	0.171370143
963	0.171353941
964	0.171334167
965	0.1713256067
966	0.1713154113
967	0.17130014
968	0.1712867207
969	0.1712762049
970	0.1712642682
971	0.1712554639
972	0.1712446854
973	0.1712323604
974	0.1712167791
975	0.1712033182
976	0.1711864514
977	0.1711712848
978	0.1711633317
979	0.171142541
980	0.1711295196
981	0.1711214143
982	0.1711128938
983	0.1711028759
984	0.1710836955
985	0.1710776996
986	0.1710661846
987	0.1710479701
988	0.1710395224
989	0.1710286594
990	0.1710185707
991	0.1710123239
992	0.1709965484
993	0.1709834922
994	0.1709712209
995	0.1709565806
996	0.170948557
997	0.1709355853
998	0.1709207364
999	0.1709133692
