iter	Passed	Remaining
580	1755	1265
581	1757	1262
582	1760	1259
583	1763	1256
584	1766	1252
585	1769	1249
586	1771	1246
587	1774	1243
588	1777	1240
589	1780	1237
590	1783	1234
591	1786	1231
592	1788	1227
593	1791	1224
594	1794	1221
595	1797	1218
596	1800	1215
597	1803	1212
598	1805	1208
599	1808	1205
600	1811	1202
601	1814	1199
602	1817	1196
603	1820	1193
604	1823	1190
605	1826	1187
606	1828	1184
607	1831	1181
608	1834	1178
609	1837	1174
610	1840	1171
611	1843	1168
612	1846	1165
613	1849	1162
614	1852	1159
615	1854	1156
616	1857	1153
617	1860	1149
618	1863	1146
619	1866	1143
620	1868	1140
621	1871	1137
622	1874	1134
623	1877	1131
624	1880	1128
625	1883	1125
626	1886	1121
627	1888	1118
628	1891	1115
629	1894	1112
630	1897	1109
631	1900	1106
632	1903	1103
633	1906	1100
634	1908	1097
635	1911	1094
636	1914	1091
637	1917	1087
638	1920	1084
639	1923	1081
640	1925	1078
641	1928	1075
642	1931	1072
643	1934	1069
644	1937	1066
645	1940	1063
646	1942	1060
647	1945	1056
648	1948	1053
649	1951	1050
650	1954	1047
651	1957	1044
652	1959	1041
653	1962	1038
654	1965	1035
655	1968	1032
656	1971	1029
657	1974	1026
658	1977	1023
659	1979	1019
660	1982	1016
661	1985	1013
662	1988	1010
663	1991	1007
664	1994	1004
665	1996	1001
666	1999	998
667	2002	995
668	2005	992
669	2008	989
670	2011	986
671	2014	983
672	2016	979
673	2019	976
674	2022	973
675	2025	970
676	2028	967
677	2032	965
678	2035	962
679	2038	959
680	2041	956
681	2044	953
682	2047	950
683	2050	947
684	2053	944
685	2055	941
686	2058	938
687	2061	934
688	2064	931
689	2067	928
690	2070	925
691	2073	922
692	2075	919
693	2078	916
694	2081	913
695	2084	910
696	2087	907
697	2090	904
698	2092	901
699	2095	898
700	2098	895
701	2101	892
702	2104	889
703	2107	886
704	2110	882
705	2113	879
706	2115	876
707	2118	873
708	2121	870
709	2124	867
710	2127	864
711	2130	861
712	2132	858
713	2135	855
714	2138	852
715	2141	849
716	2144	846
717	2147	843
718	2149	840
719	2152	837
720	2155	834
721	2158	830
722	2160	827
723	2163	824
724	2166	821
725	2169	818
726	2172	815
727	2175	812
728	2177	809
729	2180	806
730	2183	803
731	2186	800
732	2189	797
733	2192	794
734	2194	791
735	2197	788
736	2200	785
737	2203	782
738	2206	779
739	2209	776
740	2211	773
741	2214	770
742	2217	767
743	2220	764
744	2223	761
745	2226	758
746	2229	755
747	2232	751
748	2234	748
749	2237	745
750	2240	742
751	2243	739
752	2246	736
753	2249	733
754	2252	730
755	2254	727
756	2257	724
757	2260	721
758	2263	718
759	2266	715
760	2269	712
761	2271	709
762	2274	706
763	2277	703
764	2280	700
765	2283	697
766	2286	694
767	2289	691
768	2292	688
769	2294	685
770	2297	682
771	2300	679
772	2303	676
773	2306	673
774	2309	670
775	2312	667
776	2314	664
777	2317	661
778	2320	658
779	2323	655
780	2326	652
781	2329	649
782	2332	646
783	2335	643
784	2337	640
785	2340	637
786	2343	634
787	2346	631
788	2349	628
789	2352	625
790	2354	622
791	2357	619
792	2360	616
793	2363	613
794	2366	610
795	2369	607
796	2371	604
797	2374	601
798	2377	598
799	2380	595
800	2383	592
801	2386	589
802	2388	586
803	2391	583
804	2394	580
805	2397	576
806	2400	574
807	2402	570
808	2405	567
809	2408	564
810	2411	561
811	2414	558
812	2417	555
813	2420	552
814	2423	550
815	2428	547
816	2432	544
817	2435	541
818	2438	538
819	2441	535
820	2444	532
821	2447	529
822	2449	526
823	2452	523
824	2455	520
825	2458	517
826	2461	514
827	2464	511
828	2467	508
829	2470	505
830	2472	502
831	2475	499
832	2478	496
833	2481	493
834	2484	490
835	2487	487
836	2489	484
837	2492	481
838	2495	478
839	2498	475
840	2501	472
841	2504	469
842	2507	466
843	2510	463
844	2512	460
845	2515	457
846	2518	454
847	2521	451
848	2524	448
849	2527	446
850	2530	442
851	2532	439
852	2535	436
853	2538	434
854	2541	431
855	2544	428
856	2547	425
857	2549	422
858	2552	419
859	2555	416
860	2558	413
861	2561	410
862	2563	407
863	2566	404
864	2569	401
865	2572	398
866	2575	395
867	2578	392
868	2580	389
869	2583	386
870	2586	383
871	2589	380
872	2592	377
873	2595	374
874	2598	371
875	2601	368
876	2603	365
877	2606	362
878	2609	359
879	2612	356
880	2616	353
881	2620	350
882	2622	347
883	2625	344
884	2628	341
885	2631	338
886	2634	335
887	2637	332
888	2640	329
889	2643	326
890	2645	323
891	2648	320
892	2651	317
893	2654	314
894	2657	311
895	2660	308
896	2662	305
897	2666	302
898	2668	299
899	2671	296
900	2674	293
901	2677	290
902	2680	287
903	2683	284
904	2685	281
905	2688	278
906	2691	275
907	2694	273
908	2697	270
909	2700	267
910	2702	264
911	2705	261
912	2708	258
913	2711	255
914	2714	252
915	2717	249
916	2720	246
917	2723	243
918	2726	240
919	2729	237
920	2731	234
921	2734	231
922	2737	228
923	2740	225
924	2743	222
925	2746	219
926	2749	216
927	2752	213
928	2754	210
929	2757	207
930	2760	204
931	2763	201
932	2766	198
933	2768	195
934	2771	192
935	2774	189
936	2777	186
937	2780	183
938	2783	180
939	2786	177
940	2789	174
941	2792	171
942	2795	168
943	2798	166
944	2801	163
945	2805	160
946	2808	157
947	2811	154
948	2814	151
949	2817	148
950	2820	145
951	2823	142
952	2826	139
953	2830	136
954	2833	133
955	2836	130
956	2839	127
957	2842	124
958	2845	121
959	2848	118
960	2851	115
961	2854	112
962	2858	109
963	2861	106
964	2864	103
965	2867	100
966	2870	97
967	2873	95
968	2877	92
969	2880	89
970	2883	86
971	2886	83
972	2889	80
973	2892	77
974	2895	74
975	2898	71
976	2901	68
977	2903	65
978	2906	62
979	2909	59
980	2912	56
981	2915	53
982	2918	50
983	2920	47
984	2923	44
985	2926	41
986	2929	38
987	2931	35
988	2934	32
989	2937	29
990	2940	26
991	2943	23
992	2946	20
993	2948	17
994	2951	14
995	2954	11
996	2957	8
997	2960	5
998	2963	2
999	2966	0
