iter	RMSE
154	0.1611461538
155	0.1611114799
156	0.161055297
157	0.1610056999
158	0.1609219676
159	0.1608465443
160	0.160739644
161	0.1606737262
162	0.1606244162
163	0.1605477838
164	0.1604776621
165	0.160434049
166	0.1603978788
167	0.1603382944
168	0.1602878886
169	0.1602532537
170	0.160171707
171	0.1601086855
172	0.1600793094
173	0.1600290893
174	0.1599707955
175	0.1599404241
176	0.1598984243
177	0.1598500927
178	0.1597758308
179	0.1597235298
180	0.1596856802
181	0.1596344497
182	0.1596048656
183	0.1595649039
184	0.1595110282
185	0.1594514684
186	0.1593966731
187	0.1593351641
188	0.1592542366
189	0.1591878302
190	0.159139268
191	0.1590907097
192	0.1590409942
193	0.1589915209
194	0.158907964
195	0.1588724644
196	0.1588109671
197	0.1587547206
198	0.1586957669
199	0.1586362601
200	0.1585973926
201	0.1585212049
202	0.1584731448
203	0.1584253996
204	0.1583708683
205	0.1583114286
206	0.1582638208
207	0.1582154514
208	0.1581475357
209	0.1580694258
210	0.1580256066
211	0.1579606644
212	0.1579142782
213	0.1578711203
214	0.1577763194
215	0.1577130596
216	0.1576648842
217	0.1576279055
218	0.1575940548
219	0.1575488497
220	0.1575083032
221	0.1574582968
222	0.1573975392
223	0.1573601765
224	0.1573227888
225	0.1572762032
226	0.1572189235
227	0.1571614458
228	0.1571190145
229	0.1570851067
230	0.1570311641
231	0.1569953228
232	0.1569287923
233	0.1568746581
234	0.1567806866
235	0.156748417
236	0.156707489
237	0.1566140163
238	0.1565784004
239	0.1565326744
240	0.1564799495
241	0.1564565561
242	0.1564256577
243	0.1563610224
244	0.1563057375
245	0.1562737774
246	0.1562444516
247	0.1561518804
248	0.1561333143
249	0.156080573
250	0.1560149803
251	0.1559613486
252	0.1559126754
253	0.1558770193
254	0.1558401082
255	0.1557882985
256	0.1557220338
257	0.1556900842
258	0.1556174692
259	0.1555768853
260	0.1555438348
261	0.1555107603
262	0.1554364037
263	0.1554062689
264	0.1553320917
265	0.1552786117
266	0.1552329597
267	0.1551643959
268	0.1551126346
269	0.1550682113
270	0.1550495509
271	0.1550094056
272	0.1549713015
273	0.1549414395
274	0.1548997158
275	0.1548512805
276	0.1547935297
277	0.1547628923
278	0.1547009526
279	0.1546632011
280	0.154595103
281	0.1545672561
282	0.154533366
283	0.1545077007
284	0.1544508373
285	0.1544017806
286	0.1543626952
287	0.1543470732
288	0.1543203828
289	0.1542814426
290	0.1542481314
291	0.1542030506
292	0.1541691312
293	0.1541107912
294	0.1540844551
295	0.1540216501
296	0.1539746444
297	0.153937726
298	0.1539046161
299	0.1538322388
300	0.1537997209
301	0.1537696191
302	0.1537260215
303	0.1537052417
304	0.1536478734
305	0.1536027389
306	0.1535646193
307	0.1534992937
308	0.1534661947
309	0.1534219507
310	0.1533684879
311	0.1533457066
312	0.1532897148
313	0.1532209015
314	0.1531766822
315	0.1531438395
316	0.1531014864
317	0.1530513811
318	0.1530229223
319	0.1529976828
320	0.1529374967
321	0.1528841069
322	0.1528509388
323	0.152831617
324	0.1527775816
325	0.1527435647
326	0.1526964198
327	0.1526770364
328	0.1526421519
329	0.1526134168
330	0.1525708048
331	0.1525273191
332	0.1524870476
333	0.1524437068
334	0.1524155545
335	0.152387648
336	0.1523402384
337	0.1522927132
338	0.1522680193
339	0.1522369016
340	0.1522032171
341	0.1521655791
342	0.1521349926
343	0.1520834974
344	0.1520455754
345	0.1520064761
346	0.1519692612
347	0.151941555
348	0.1519209977
349	0.1518761687
350	0.151845846
351	0.1518030425
352	0.1517627206
353	0.151711477
354	0.1516896062
355	0.1516452239
356	0.1515855849
357	0.151548341
358	0.1515259248
359	0.1514991542
360	0.1514679977
361	0.1514207985
362	0.1513746214
363	0.1513563595
364	0.1513171449
365	0.1513005818
366	0.1512735797
367	0.1512420214
368	0.1512091919
369	0.1511708883
370	0.1511251004
371	0.1511018301
372	0.1510812939
373	0.1510431515
374	0.1510171848
375	0.1509835974
376	0.1509398564
377	0.150897134
378	0.150885059
379	0.1508432409
380	0.1508053686
381	0.1507545596
382	0.1507346375
383	0.1506951498
384	0.1506567002
385	0.1506180479
386	0.150580963
387	0.1505487115
388	0.1505251995
389	0.1505112702
390	0.1504616939
391	0.1504254475
392	0.1503983502
393	0.1503571036
394	0.150338077
395	0.1502914369
396	0.150266062
397	0.1502325756
398	0.1502093671
399	0.1501622489
400	0.150126217
401	0.1500819126
402	0.1500418972
403	0.1500232959
404	0.1499907066
405	0.1499456053
406	0.1499249382
407	0.14989313
408	0.1498580154
409	0.149800697
410	0.1497630534
411	0.1497183128
412	0.1496947922
413	0.1496623396
414	0.1496204768
415	0.1495803913
416	0.149540398
417	0.1494989405
418	0.1494618024
419	0.1494278947
420	0.1494049639
421	0.1493764291
422	0.1493308689
423	0.149295633
424	0.1492655086
425	0.1492281035
426	0.1491870816
427	0.1491687498
428	0.1491276857
429	0.1491109056
430	0.1490737359
431	0.1490310773
432	0.1489969619
433	0.1489738962
434	0.148935
435	0.1488961598
436	0.1488664197
437	0.1488268872
438	0.1488012177
439	0.1487684927
440	0.148745876
441	0.1487115947
442	0.1486741521
443	0.1486574162
444	0.1486152374
445	0.1485849716
446	0.1485492031
447	0.1485231185
448	0.1485097275
449	0.1484560991
450	0.1484046288
451	0.1483825941
452	0.1483413994
453	0.1483165078
454	0.1482662643
455	0.148234523
456	0.1481964228
457	0.1481740099
458	0.1481383526
459	0.1481095353
460	0.14807942
461	0.1480419374
462	0.1480019812
463	0.147954315
464	0.1479215147
465	0.1478745907
466	0.1478336737
467	0.1477862688
468	0.1477672343
469	0.1477208153
470	0.1477005541
471	0.1476770118
472	0.1476604877
473	0.1476223202
474	0.1475874597
475	0.1475675141
476	0.1475470251
477	0.1475131693
478	0.1474785062
479	0.1474398392
480	0.1474127324
481	0.1473930269
482	0.1473725117
483	0.1473431478
484	0.1473346212
485	0.147318962
486	0.1472920776
487	0.1472551907
488	0.147204372
489	0.1471729523
490	0.1471404176
491	0.1471236884
492	0.1470947145
493	0.1470645466
494	0.1470428674
495	0.147022976
496	0.1469892122
497	0.1469511862
498	0.1469282626
499	0.1469001026
500	0.1468586556
501	0.146817516
502	0.1467829169
503	0.146746219
504	0.1467302576
505	0.1466974166
506	0.1466719576
507	0.1466396332
508	0.1466101167
509	0.1465931888
510	0.1465561562
511	0.1465239763
512	0.1464912445
513	0.1464655431
514	0.1464424141
515	0.1464069225
516	0.1463888104
517	0.1463539154
518	0.146323738
519	0.1462921637
520	0.1462701366
521	0.1462428118
522	0.1462128033
523	0.1461929201
524	0.1461744113
525	0.1461453718
526	0.1461098425
527	0.1460740022
528	0.1460516715
529	0.1460203868
530	0.1459984141
531	0.1459767271
532	0.1459544785
533	0.1459228444
534	0.1459012997
535	0.145875789
536	0.1458492298
537	0.145816923
538	0.1457887683
539	0.145774654
540	0.1457623728
541	0.1457379391
542	0.1457015956
543	0.1456660117
544	0.1456336803
545	0.1456187737
546	0.1455661174
547	0.1455314462
548	0.1455037999
549	0.1454772672
550	0.1454430985
551	0.1454182549
552	0.1453863019
553	0.145350875
554	0.1453157477
555	0.145279504
556	0.145254384
557	0.1452338763
558	0.1451979005
559	0.1451662195
560	0.1451502126
561	0.1451192779
562	0.1451029583
563	0.1450638431
564	0.1450463392
565	0.1450149531
566	0.1449899871
567	0.1449520352
568	0.1448999115
569	0.1448634425
570	0.1448212109
571	0.1447937218
572	0.1447669274
573	0.1447440571
574	0.1447176303
575	0.1446879483
576	0.1446653753
577	0.1446206837
578	0.1445974193
579	0.1445828928
580	0.1445466555
581	0.1445069583
582	0.1444760751
583	0.1444464881
584	0.1444005617
585	0.1443512382
586	0.1443378843
587	0.1443230194
588	0.1442944029
589	0.1442728966
590	0.1442560658
591	0.1442346675
592	0.1442141123
593	0.1442020083
594	0.1441738113
595	0.1441531205
596	0.1441298333
597	0.144122503
598	0.1440992758
599	0.1440702971
600	0.1440354074
601	0.1440242524
602	0.1440118358
603	0.1439775435
604	0.1439478363
605	0.1439271325
606	0.1438974871
607	0.1438664433
608	0.1438345923
609	0.1438119721
610	0.1437927662
611	0.1437682932
612	0.1437321258
613	0.1437059561
614	0.1436882316
615	0.1436791975
616	0.1436580085
617	0.143625306
618	0.143592275
619	0.1435504897
620	0.1435231395
621	0.143501156
622	0.1434758911
623	0.1434540798
624	0.1434324157
625	0.1434250249
626	0.1433935144
627	0.1433650188
628	0.1433312073
629	0.1432995703
630	0.1432887418
631	0.1432685841
632	0.1432531835
633	0.1432331182
634	0.1432090339
635	0.1431964135
636	0.1431800879
637	0.1431601594
638	0.1431467785
639	0.14311786
640	0.1431010862
641	0.1430800353
642	0.1430574078
643	0.1430406094
644	0.1430079835
645	0.1429853672
646	0.1429679992
647	0.1429399359
648	0.1429183026
649	0.1428822452
650	0.1428682265
651	0.1428496374
652	0.1428233708
653	0.1428080246
654	0.1427858011
655	0.1427729888
656	0.1427523974
657	0.1427378218
658	0.142720515
659	0.1427003996
660	0.1426852426
661	0.1426562158
662	0.1426467008
663	0.1426256093
664	0.1426039304
665	0.1425805493
666	0.142559292
667	0.1425384459
668	0.1425125735
669	0.142482422
670	0.1424681629
671	0.1424471563
672	0.1424295184
673	0.1423942166
674	0.1423661604
675	0.1423469351
676	0.1423314412
677	0.1423090176
678	0.1422672652
679	0.1422382283
680	0.1422254143
681	0.1422116222
682	0.1421781994
683	0.142159069
684	0.1421409162
685	0.1421066892
686	0.1420852984
687	0.1420575012
688	0.1420415583
689	0.1420207012
690	0.1419883766
691	0.1419698371
692	0.1419475571
693	0.1419176165
694	0.1418823637
695	0.1418465204
696	0.1418224282
697	0.1418011388
698	0.1417871574
699	0.1417540757
700	0.1417180756
701	0.141690828
702	0.1416604892
703	0.1416484494
704	0.1416195688
705	0.1416032987
706	0.1415798244
707	0.1415703588
708	0.1415524132
709	0.1415301613
710	0.1415094375
711	0.1414860669
712	0.1414596886
713	0.1414499125
714	0.1414196522
715	0.1413732454
716	0.1413508099
717	0.141329068
718	0.1413007034
719	0.1412833486
720	0.1412613497
721	0.1412498489
722	0.1412154372
723	0.1411905035
724	0.1411720138
725	0.141156556
726	0.1411312165
727	0.1411085519
728	0.1410812742
729	0.1410695669
730	0.1410526863
731	0.1410322677
732	0.1410159845
733	0.1409867804
734	0.1409648277
735	0.1409472374
736	0.1409228339
737	0.1409035498
738	0.1408763099
739	0.1408573937
740	0.1408413631
741	0.1408209052
742	0.1407956796
743	0.1407812788
744	0.1407671949
745	0.1407505314
746	0.1407243439
747	0.1407077098
748	0.1406901607
749	0.1406706079
750	0.1406443687
751	0.140631104
752	0.1406012776
753	0.140593566
754	0.1405610583
755	0.1405415803
756	0.1405208997
757	0.140497988
758	0.140473652
759	0.1404464775
760	0.1404097118
761	0.140400066
762	0.1403708356
763	0.1403457305
764	0.1403289069
765	0.1403110846
766	0.1402870494
767	0.1402587207
768	0.140234927
769	0.1402102146
770	0.1401950213
771	0.1401835031
772	0.1401610019
773	0.1401395238
774	0.140121718
775	0.1401032871
776	0.1400774282
777	0.1400576851
778	0.1400378963
779	0.1400252904
780	0.1400146861
781	0.1399931264
782	0.1399664806
783	0.139930753
784	0.1399178987
785	0.1399024035
786	0.1398835767
787	0.1398584288
788	0.1398324803
789	0.1397993878
790	0.1397820233
791	0.1397509523
792	0.1397298282
793	0.1397165849
794	0.139695066
795	0.1396721885
796	0.1396408264
797	0.1396139658
798	0.13959317
799	0.1395756527
800	0.1395503358
801	0.1395343538
802	0.1395186257
803	0.1395009701
804	0.1394828273
805	0.1394696243
806	0.1394491938
807	0.1394360479
808	0.1394190222
809	0.1393913389
810	0.1393670108
811	0.13934684
812	0.1393308934
813	0.1393154365
814	0.1392906326
815	0.1392801087
816	0.1392634225
817	0.1392379734
818	0.1392269791
819	0.1392064231
820	0.1391934558
821	0.1391548043
822	0.1391289751
823	0.1391146956
824	0.1391005878
825	0.1390744376
826	0.1390625916
827	0.1390271056
828	0.1389983206
829	0.1389868057
830	0.1389366834
831	0.1389231055
832	0.1389099104
833	0.1388841847
834	0.1388621283
835	0.1388427103
836	0.138837426
837	0.1388188292
838	0.1387962183
839	0.1387814495
840	0.1387692145
841	0.1387443869
842	0.1387287089
843	0.1387165127
844	0.138689191
845	0.1386674977
846	0.1386434928
847	0.138616704
848	0.1386023704
849	0.138588343
850	0.1385723628
851	0.1385596466
852	0.1385488513
853	0.1385343398
854	0.1385226482
855	0.1385031245
856	0.1384924646
857	0.1384833415
858	0.1384628161
859	0.1384406816
860	0.1384217963
861	0.1384091484
862	0.138383289
863	0.1383678867
864	0.1383383957
865	0.1383067477
866	0.1382809425
867	0.1382594806
868	0.1382463237
869	0.1382210458
870	0.1381974221
871	0.1381720413
872	0.1381405711
873	0.1381242252
874	0.1381092058
875	0.1380906915
876	0.138066645
877	0.1380448326
878	0.1380353491
879	0.1380116081
880	0.1379944337
881	0.1379741365
882	0.1379637903
883	0.1379478612
884	0.1379367323
885	0.1379115021
886	0.1378994641
887	0.1378847029
888	0.1378611468
889	0.1378366466
890	0.1378137131
891	0.1377896989
892	0.1377548555
893	0.1377337921
894	0.1377217879
895	0.1377089935
896	0.1376953513
897	0.1376695856
898	0.1376583677
899	0.1376453413
900	0.1376320499
901	0.1376058783
902	0.1375888104
903	0.137577344
904	0.1375594126
905	0.1375475242
906	0.1375217349
907	0.1375139966
908	0.1374984306
909	0.1374841909
910	0.1374686224
911	0.1374486334
912	0.1374356838
913	0.1374103659
914	0.137393441
915	0.1373840632
916	0.1373731861
917	0.1373555707
918	0.1373355272
919	0.1373122832
920	0.1372964169
921	0.1372833136
922	0.1372601374
923	0.1372446567
924	0.1372242301
925	0.1372090007
926	0.1371903246
927	0.1371743377
928	0.137146647
929	0.1371349902
930	0.1371158921
931	0.1370936945
932	0.1370648276
933	0.1370330186
934	0.1370191814
935	0.1370079831
936	0.1369921015
937	0.1369736514
938	0.1369561777
939	0.1369263117
940	0.1368973795
941	0.1368878594
942	0.136876669
943	0.1368422921
944	0.1368214702
945	0.1367894221
946	0.1367691843
947	0.1367577846
948	0.1367282792
949	0.1367193916
950	0.1366940549
951	0.1366811697
952	0.1366648153
953	0.1366445979
954	0.1366180052
955	0.1366029367
956	0.1365792546
957	0.1365677323
958	0.1365388265
959	0.1365215014
960	0.1364993164
961	0.136486217
962	0.1364750004
963	0.1364626243
964	0.1364438563
965	0.1364307989
966	0.1364130681
967	0.1363844
968	0.136360202
969	0.1363211508
970	0.136309201
971	0.1362763303
972	0.1362626496
973	0.1362503014
974	0.1362371219
975	0.1362197202
976	0.1361896739
977	0.1361753694
978	0.1361481113
979	0.1361311155
980	0.1361085918
981	0.1360921275
982	0.1360749556
983	0.1360466885
984	0.1360305702
985	0.1360122626
986	0.1359957557
987	0.1359753646
988	0.1359605009
989	0.1359465633
990	0.1359281265
991	0.1359023824
992	0.1358921933
993	0.135875843
994	0.1358690591
995	0.1358517026
996	0.1358424984
997	0.1358227122
998	0.1358109428
999	0.1357915891
